Date,Open,High,Low,Close,Adj Close,Volume
1982-05-03,0.068080,0.073103,0.068080,0.072545,0.056672,370809600
1982-05-10,0.071987,0.071987,0.065290,0.065290,0.051005,355824000
1982-05-17,0.064732,0.064732,0.062500,0.063616,0.049697,339987200
1982-05-24,0.064174,0.064732,0.062500,0.062500,0.048825,177273600
1982-05-31,0.061942,0.063058,0.058594,0.058594,0.045773,157942400
1982-06-07,0.058594,0.060268,0.056920,0.059710,0.046645,191452800
1982-06-14,0.059710,0.060268,0.057478,0.057478,0.044902,155971200
1982-06-21,0.057478,0.062500,0.057478,0.059152,0.046209,169680000
1982-06-28,0.059152,0.059152,0.053571,0.053571,0.041850,242435200
1982-07-05,0.051897,0.051897,0.049107,0.050781,0.039670,410816000
1982-07-12,0.051897,0.059710,0.051897,0.059152,0.046209,391686400
1982-07-19,0.059710,0.064732,0.059710,0.063058,0.049261,258697600
1982-07-26,0.060826,0.060826,0.057478,0.060268,0.047081,243174400
1982-08-02,0.061942,0.062500,0.054688,0.054688,0.042722,434716800
1982-08-09,0.055246,0.059710,0.055246,0.058594,0.045773,294828800
1982-08-16,0.059710,0.066406,0.059710,0.065848,0.051441,313689600
1982-08-23,0.068638,0.079799,0.068638,0.075335,0.058852,891766400
1982-08-30,0.076451,0.082589,0.076451,0.082031,0.064083,483526400
1982-09-06,0.078125,0.081473,0.077567,0.080915,0.063211,273369600
1982-09-13,0.081473,0.084821,0.079241,0.079241,0.061903,366553600
1982-09-20,0.079799,0.084263,0.079799,0.080915,0.063211,497190400
1982-09-27,0.080915,0.083705,0.080915,0.082589,0.064519,310172800
1982-10-04,0.082589,0.105469,0.080357,0.104911,0.081956,910313600
1982-10-11,0.104911,0.110491,0.101004,0.102679,0.080213,1094800000
1982-10-18,0.102679,0.119420,0.102679,0.115513,0.090239,848489600
1982-10-25,0.115513,0.116071,0.103795,0.113281,0.088495,879648000
1982-11-01,0.113281,0.142299,0.112165,0.134487,0.105061,1120918400
1982-11-08,0.134487,0.151786,0.128348,0.144531,0.112908,756022400
1982-11-15,0.144531,0.146205,0.133371,0.137835,0.107677,700739200
1982-11-22,0.137835,0.137835,0.125558,0.129464,0.101138,365478400
1982-11-29,0.129464,0.150670,0.125000,0.141741,0.110728,628297600
1982-12-06,0.141741,0.155692,0.128906,0.130580,0.102010,788323200
1982-12-13,0.129464,0.135603,0.123326,0.134487,0.105061,718121600
1982-12-20,0.134487,0.142857,0.131696,0.142857,0.111600,337926400
1982-12-27,0.142857,0.150670,0.132254,0.133371,0.104189,462470400
1983-01-03,0.133371,0.136161,0.122768,0.122768,0.095906,747936000
1983-01-10,0.122768,0.147321,0.121652,0.147321,0.115088,720630400
1983-01-17,0.147321,0.174107,0.145089,0.166853,0.130346,1734745600
1983-01-24,0.166853,0.187500,0.154576,0.183036,0.142988,1187715200
1983-01-31,0.183036,0.202567,0.179129,0.196429,0.153450,1132902400
1983-02-07,0.196429,0.210938,0.181920,0.207589,0.162169,932108800
1983-02-14,0.207589,0.208147,0.190290,0.202567,0.158245,608988800
1983-02-21,0.203683,0.217076,0.203683,0.208705,0.163041,535001600
1983-02-28,0.208705,0.210938,0.193080,0.199219,0.155630,661852800
1983-03-07,0.199219,0.199777,0.184710,0.189174,0.147783,773024000
1983-03-14,0.188616,0.194196,0.179129,0.191964,0.149963,488185600
1983-03-21,0.191964,0.201451,0.188616,0.192522,0.150399,506307200
1983-03-28,0.191964,0.198661,0.186384,0.188616,0.147347,351254400
1983-04-04,0.188616,0.188616,0.172433,0.175781,0.137321,759248000
1983-04-11,0.175781,0.205915,0.172991,0.204241,0.159553,845667200
1983-04-18,0.205357,0.235491,0.205357,0.227679,0.177863,1035014400
1983-04-25,0.227679,0.229353,0.215960,0.225446,0.176119,698902400
1983-05-02,0.225446,0.248884,0.212612,0.246094,0.192249,572835200
1983-05-09,0.246094,0.247210,0.233817,0.237165,0.185274,323724800
1983-05-16,0.237165,0.254464,0.228237,0.253906,0.198352,596937600
1983-05-23,0.253906,0.272321,0.248884,0.265067,0.207071,545372800
1983-05-30,0.264509,0.275112,0.252790,0.273996,0.214046,287593600
1983-06-06,0.273996,0.282366,0.260603,0.264509,0.206635,378537600
1983-06-13,0.264509,0.265067,0.237723,0.250558,0.195736,722086400
1983-06-20,0.250558,0.252232,0.233817,0.237723,0.185710,587641600
1983-06-27,0.237723,0.237723,0.204241,0.219866,0.171760,1049417600
1983-07-04,0.219866,0.220424,0.205357,0.206473,0.161297,337590400
1983-07-11,0.206473,0.215402,0.196987,0.198103,0.154758,459984000
1983-07-18,0.198103,0.207031,0.181920,0.195313,0.152578,991468800
1983-07-25,0.195313,0.195313,0.151228,0.155692,0.121627,1136531200
1983-08-01,0.155692,0.162388,0.141741,0.151228,0.118139,881462400
1983-08-08,0.151228,0.155692,0.147879,0.149554,0.116831,553974400
1983-08-15,0.149554,0.155134,0.146205,0.150670,0.117703,478419200
1983-08-22,0.150670,0.152344,0.133929,0.137835,0.107677,575209600
1983-08-29,0.137835,0.171875,0.133929,0.169643,0.132525,919945600
1983-09-05,0.172991,0.177455,0.136161,0.136719,0.106805,1086288000
1983-09-12,0.136719,0.146205,0.130022,0.131138,0.102446,1036604800
1983-09-19,0.131138,0.149554,0.099330,0.108259,0.084572,3511222400
1983-09-26,0.108817,0.115513,0.098772,0.103237,0.080649,1960022400
1983-10-03,0.103237,0.106027,0.089844,0.090960,0.071058,992454400
1983-10-10,0.089844,0.107143,0.082031,0.101563,0.079341,1942281600
1983-10-17,0.101563,0.101563,0.084263,0.088728,0.069314,1178172800
1983-10-24,0.088728,0.097656,0.079799,0.093192,0.072802,735795200
1983-10-31,0.094308,0.107701,0.093750,0.094308,0.073674,1136777600
1983-11-07,0.094308,0.096540,0.077009,0.089286,0.069750,2065212800
1983-11-14,0.089286,0.093192,0.084821,0.092076,0.071930,499475200
1983-11-21,0.092076,0.097098,0.089286,0.091518,0.071494,361849600
1983-11-28,0.091518,0.095982,0.088170,0.088728,0.069314,394060800
1983-12-05,0.088728,0.098772,0.088170,0.096540,0.075417,406694400
1983-12-12,0.096540,0.111607,0.093750,0.110491,0.086316,966044800
1983-12-19,0.110491,0.111607,0.102679,0.109933,0.085880,702240000
1983-12-26,0.109933,0.112723,0.108259,0.108817,0.085008,419596800
1984-01-02,0.108817,0.129464,0.108817,0.123884,0.096778,917011200
1984-01-09,0.123884,0.127232,0.113281,0.121652,0.095035,795961600
1984-01-16,0.121652,0.131696,0.121094,0.127790,0.099830,798224000
1984-01-23,0.127790,0.130022,0.114397,0.116629,0.091111,1225056000
1984-01-30,0.116629,0.118862,0.103237,0.109375,0.085444,1066083200
1984-02-06,0.109375,0.111607,0.099888,0.108817,0.085008,910268800
1984-02-13,0.108817,0.119420,0.106585,0.111607,0.087188,755507200
1984-02-20,0.111607,0.123326,0.111049,0.121094,0.094599,576531200
1984-02-27,0.121094,0.125000,0.112165,0.121652,0.095035,749145600
1984-03-05,0.121652,0.122210,0.112165,0.117746,0.091983,465001600
1984-03-12,0.118304,0.123884,0.117746,0.118862,0.092855,517507200
1984-03-19,0.118304,0.119420,0.111607,0.113839,0.088931,343100800
1984-03-26,0.113839,0.116629,0.109375,0.110491,0.086316,316668800
1984-04-02,0.110491,0.112723,0.102679,0.104911,0.081956,374841600
1984-04-09,0.104911,0.117746,0.104911,0.114955,0.089803,363753600
1984-04-16,0.114955,0.126674,0.112165,0.126116,0.098522,724147200
1984-04-23,0.126116,0.137277,0.122210,0.134487,0.105061,1460816000
1984-04-30,0.134487,0.149554,0.133371,0.134487,0.105061,1604848000
1984-05-07,0.134487,0.153460,0.133371,0.143973,0.112472,1256438400
1984-05-14,0.143415,0.143415,0.128348,0.132813,0.103753,887129600
1984-05-21,0.132813,0.143973,0.128906,0.131696,0.102881,1218694400
1984-05-28,0.131696,0.135603,0.125000,0.135603,0.105933,884016000
1984-06-04,0.135603,0.137277,0.123884,0.127790,0.099830,849699200
1984-06-11,0.127790,0.133371,0.126116,0.129464,0.101138,507830400
1984-06-18,0.129464,0.136719,0.126674,0.127790,0.099830,621577600
1984-06-25,0.127790,0.128906,0.108259,0.118304,0.092419,953724800
1984-07-02,0.118304,0.118862,0.108259,0.112165,0.087624,527564800
1984-07-09,0.112165,0.121652,0.110491,0.117746,0.091983,788704000
1984-07-16,0.117746,0.117746,0.111607,0.113281,0.088495,502947200
1984-07-23,0.113281,0.123326,0.109375,0.121094,0.094599,691017600
1984-07-30,0.121094,0.122768,0.107143,0.122210,0.095470,1532137600
1984-08-06,0.122210,0.137835,0.121652,0.127232,0.099394,1908681600
1984-08-13,0.127232,0.135045,0.121094,0.122768,0.095906,893155200
1984-08-20,0.122768,0.130580,0.118862,0.125558,0.098086,692720000
1984-08-27,0.125558,0.126674,0.116629,0.118304,0.092419,409763200
1984-09-03,0.118304,0.119978,0.116071,0.118304,0.092419,437830400
1984-09-10,0.118304,0.127232,0.115513,0.124442,0.097214,804339200
1984-09-17,0.127790,0.129464,0.118304,0.119978,0.093727,562352000
1984-09-24,0.119978,0.121652,0.109933,0.112165,0.087624,696102400
1984-10-01,0.111607,0.114397,0.109375,0.111049,0.086752,559507200
1984-10-08,0.111049,0.111607,0.100446,0.101563,0.079341,985644800
1984-10-15,0.107143,0.122210,0.106585,0.114397,0.089367,1091216000
1984-10-22,0.114397,0.118304,0.109375,0.109933,0.085880,741216000
1984-10-29,0.110491,0.112723,0.110491,0.111049,0.086752,260198400
1984-11-05,0.111049,0.117746,0.102679,0.103795,0.081084,944496000
1984-11-12,0.107701,0.109933,0.103237,0.103795,0.081084,616627200
1984-11-19,0.103795,0.107701,0.097656,0.106027,0.082828,812044800
1984-11-26,0.107143,0.118304,0.107143,0.110491,0.086316,922163200
1984-12-03,0.110491,0.126674,0.108817,0.121652,0.095035,1293084800
1984-12-10,0.121652,0.121652,0.113839,0.117746,0.091983,508323200
1984-12-17,0.120536,0.128348,0.119420,0.120536,0.094163,1047043200
1984-12-24,0.122768,0.128906,0.122768,0.128348,0.100266,398809600
1984-12-31,0.130022,0.130580,0.124442,0.126674,0.098958,686940800
1985-01-07,0.126674,0.135045,0.125000,0.132813,0.103753,960870400
1985-01-14,0.136719,0.138951,0.125000,0.127790,0.099830,1625478400
1985-01-21,0.130580,0.135045,0.126674,0.132254,0.103317,1896294400
1985-01-28,0.135045,0.136719,0.126674,0.127790,0.099830,1542329600
1985-02-04,0.130580,0.135603,0.130580,0.133371,0.104189,980000000
1985-02-11,0.136161,0.137277,0.122210,0.125000,0.097650,1700944000
1985-02-18,0.124442,0.124442,0.117746,0.123326,0.096342,904556800
1985-02-25,0.123326,0.123884,0.107143,0.111049,0.086752,1257580800
1985-03-04,0.112723,0.116071,0.092634,0.095982,0.074981,1685017600
1985-03-11,0.099330,0.103795,0.096540,0.101004,0.078905,1179584000
1985-03-18,0.102121,0.103237,0.098214,0.099330,0.077597,944025600
1985-03-25,0.099330,0.101563,0.096540,0.098772,0.077161,559529600
1985-04-01,0.098772,0.101004,0.092076,0.093192,0.072802,746009600
1985-04-08,0.093192,0.098214,0.087612,0.093192,0.072802,908745600
1985-04-15,0.095424,0.102679,0.095424,0.100446,0.078469,549180800
1985-04-22,0.100446,0.101004,0.096540,0.097656,0.076289,507158400
1985-04-29,0.097656,0.098214,0.085938,0.089286,0.069750,702172800
1985-05-06,0.089286,0.091518,0.088170,0.090402,0.070622,571289600
1985-05-13,0.090402,0.098772,0.088170,0.097098,0.075853,781804800
1985-05-20,0.097098,0.099330,0.080915,0.080915,0.063211,1298931200
1985-05-27,0.079799,0.080357,0.075335,0.077567,0.060595,1441865600
1985-06-03,0.075893,0.079241,0.071429,0.073103,0.057108,2010780800
1985-06-10,0.073103,0.073661,0.065848,0.065848,0.051441,1810032000
1985-06-17,0.066406,0.073661,0.066406,0.071987,0.056236,1030489600
1985-06-24,0.077009,0.082589,0.077009,0.080357,0.062775,960086400
1985-07-01,0.080915,0.081473,0.077009,0.078683,0.061467,286249600
1985-07-08,0.078683,0.080915,0.078683,0.079799,0.062339,458102400
1985-07-15,0.079799,0.081473,0.077009,0.077567,0.060595,633203200
1985-07-22,0.077567,0.077567,0.072545,0.074219,0.057980,975318400
1985-07-29,0.074219,0.074219,0.070313,0.070313,0.054928,396704000
1985-08-05,0.070313,0.071429,0.066406,0.068080,0.053184,515872000
1985-08-12,0.068080,0.069196,0.064732,0.065290,0.051005,576217600
1985-08-19,0.066964,0.068080,0.065848,0.065848,0.051441,359161600
1985-08-26,0.067522,0.068638,0.066406,0.066964,0.052313,218512000
1985-09-02,0.066964,0.067522,0.065848,0.066964,0.052313,210627200
1985-09-09,0.068080,0.071987,0.068080,0.070313,0.054928,522883200
1985-09-16,0.070313,0.076451,0.068080,0.074777,0.058416,662368000
1985-09-23,0.075335,0.077009,0.070871,0.070871,0.055364,364922400
1985-09-30,0.070871,0.071429,0.066964,0.066964,0.052313,264947200
1985-10-07,0.066964,0.072545,0.066964,0.071429,0.055800,641760000
1985-10-14,0.074219,0.085379,0.074219,0.079241,0.061903,1316134400
1985-10-21,0.079241,0.084263,0.077009,0.080357,0.062775,1027712000
1985-10-28,0.080357,0.085938,0.079799,0.083147,0.064955,664563200
1985-11-04,0.083705,0.092634,0.083147,0.091518,0.071494,1074976000
1985-11-11,0.091518,0.092634,0.086496,0.088728,0.069314,675068800
1985-11-18,0.088728,0.089286,0.084263,0.084821,0.066263,489664000
1985-11-25,0.084821,0.089844,0.084821,0.089844,0.070186,552406400
1985-12-02,0.089844,0.092634,0.087612,0.088170,0.068878,610982400
1985-12-09,0.088170,0.090402,0.085938,0.089286,0.069750,954800000
1985-12-16,0.089286,0.102121,0.089286,0.099888,0.078033,1433936000
1985-12-23,0.099888,0.101004,0.096540,0.099888,0.078033,376566400
1985-12-30,0.099888,0.101004,0.097098,0.099888,0.078033,554512000
1986-01-06,0.099888,0.104911,0.097656,0.101563,0.079341,1863657600
1986-01-13,0.101563,0.110491,0.100446,0.107143,0.083700,1791753600
1986-01-20,0.107143,0.107701,0.099888,0.101004,0.078905,690771200
1986-01-27,0.101004,0.108817,0.098214,0.103237,0.080649,1586032000
1986-02-03,0.103237,0.108817,0.102121,0.107143,0.083700,1070988800
1986-02-10,0.107143,0.109375,0.104911,0.106027,0.082828,645254400
1986-02-17,0.106027,0.114955,0.103795,0.112723,0.088059,834780800
1986-02-24,0.112723,0.119420,0.111049,0.111607,0.087188,869836800
1986-03-03,0.111607,0.114955,0.108259,0.110491,0.086316,572476800
1986-03-10,0.110491,0.117188,0.108817,0.116629,0.091111,765049600
1986-03-17,0.116071,0.132254,0.113281,0.123326,0.096342,1722470400
1986-03-24,0.123326,0.129464,0.117746,0.126116,0.098522,1016534400
1986-03-31,0.126116,0.127232,0.117188,0.119420,0.093291,1072848000
1986-04-07,0.119420,0.123884,0.117188,0.120536,0.094163,634323200
1986-04-14,0.120536,0.133371,0.119420,0.132813,0.103753,944966400
1986-04-21,0.133371,0.145647,0.131138,0.143973,0.112472,1582336000
1986-04-28,0.143973,0.146205,0.119978,0.136161,0.106369,767536000
1986-05-05,0.136161,0.150112,0.136161,0.148996,0.116395,1022537600
1986-05-12,0.148996,0.166853,0.148438,0.160714,0.125550,1896966400
1986-05-19,0.160714,0.167411,0.152902,0.165179,0.129038,1162380800
1986-05-26,0.165179,0.167411,0.162388,0.165179,0.129038,520643200
1986-06-02,0.165179,0.174665,0.164063,0.168527,0.131653,1151046400
1986-06-09,0.168527,0.169085,0.156808,0.162388,0.126858,952873600
1986-06-16,0.162388,0.164621,0.145089,0.160714,0.125550,1331254400
1986-06-23,0.160714,0.164063,0.153460,0.160156,0.125114,557424000
1986-06-30,0.160156,0.168527,0.155134,0.167969,0.131217,484489600
1986-07-07,0.167969,0.168527,0.151786,0.165737,0.129474,1253190400
1986-07-14,0.165737,0.166853,0.139509,0.141741,0.110728,1635200000
1986-07-21,0.147321,0.154576,0.146205,0.151786,0.118575,1009680000
1986-07-28,0.151228,0.151786,0.133929,0.140067,0.109420,1529920000
1986-08-04,0.140067,0.145647,0.136719,0.141183,0.110292,716800000
1986-08-11,0.142299,0.165179,0.141741,0.159598,0.124678,1250211200
1986-08-18,0.159598,0.163504,0.154576,0.161830,0.126422,766819200
1986-08-25,0.162946,0.169643,0.161830,0.165179,0.129038,759606400
1986-09-01,0.165737,0.165737,0.152344,0.156808,0.122499,647740800
1986-09-08,0.156250,0.160714,0.141741,0.141741,0.110728,715478400
1986-09-15,0.143973,0.156808,0.142857,0.150112,0.117267,812627200
1986-09-22,0.149554,0.162388,0.149554,0.152902,0.119447,1012614400
1986-09-29,0.150112,0.155134,0.141183,0.150670,0.117703,761891200
1986-10-06,0.150670,0.152902,0.143973,0.148438,0.115960,470556800
1986-10-13,0.147879,0.157366,0.146205,0.150112,0.117267,792064000
1986-10-20,0.149554,0.150112,0.143973,0.147321,0.115088,555654400
1986-10-27,0.149554,0.155692,0.147321,0.154576,0.120755,793609600
1986-11-03,0.155134,0.165737,0.151228,0.159598,0.124678,1497865600
1986-11-10,0.160156,0.163504,0.155692,0.157366,0.122935,559686400
1986-11-17,0.157366,0.165179,0.154018,0.160714,0.125550,1196540800
1986-11-24,0.161830,0.184152,0.160714,0.178571,0.139500,1952070400
1986-12-01,0.178571,0.195313,0.174665,0.195313,0.152578,1583680000
1986-12-08,0.194754,0.195871,0.183594,0.184152,0.143860,1300118400
1986-12-15,0.183036,0.189732,0.180246,0.188058,0.146911,886256000
1986-12-22,0.187500,0.189732,0.183036,0.183036,0.142988,594160000
1986-12-29,0.183036,0.185268,0.179129,0.182478,0.142552,519232000
1987-01-05,0.184152,0.204241,0.183036,0.202567,0.158245,1529920000
1987-01-12,0.203125,0.229353,0.198661,0.217634,0.170016,1902924800
1987-01-19,0.217634,0.248884,0.213728,0.224330,0.175247,2602880000
1987-01-26,0.223214,0.255580,0.220982,0.247768,0.193557,2112320000
1987-02-02,0.247768,0.250558,0.236049,0.241071,0.188325,1276777600
1987-02-09,0.236049,0.279018,0.230469,0.277344,0.216661,1887312000
1987-02-16,0.277344,0.300781,0.270647,0.273438,0.213610,1384566400
1987-02-23,0.271763,0.318638,0.266183,0.312500,0.244125,2067520000
1987-03-02,0.313616,0.314732,0.289063,0.300223,0.234535,1795897600
1987-03-09,0.296875,0.303571,0.283482,0.283482,0.221457,1218000000
1987-03-16,0.283482,0.311384,0.279018,0.304688,0.238022,1346889600
1987-03-23,0.303571,0.305804,0.289063,0.290179,0.226688,1065411200
1987-03-30,0.283482,0.320871,0.277902,0.320313,0.250228,2068102400
1987-04-06,0.319196,0.324777,0.301339,0.313616,0.244997,1234800000
1987-04-13,0.312500,0.327009,0.296875,0.319196,0.249357,1246537600
1987-04-20,0.319196,0.344866,0.310268,0.333705,0.260691,1544681600
1987-04-27,0.331473,0.357143,0.327009,0.357143,0.279000,1384880000
1987-05-04,0.354911,0.367188,0.348214,0.352679,0.275513,1025068800
1987-05-11,0.343750,0.354911,0.334821,0.349330,0.272897,1062924800
1987-05-18,0.349330,0.350446,0.323661,0.330915,0.258908,1041465600
1987-05-25,0.332589,0.359375,0.330357,0.352679,0.275935,576777600
1987-06-01,0.354911,0.354911,0.343750,0.347098,0.271569,676636800
1987-06-08,0.347098,0.358259,0.342634,0.352679,0.275935,702262400
1987-06-15,0.352679,0.379464,0.339286,0.366071,0.286414,1255520000
1987-06-22,0.368304,0.386161,0.357143,0.361607,0.282921,617332800
1987-06-29,0.361607,0.366071,0.354911,0.362723,0.283794,422172800
1987-07-06,0.363839,0.372768,0.325893,0.339286,0.265457,1027409600
1987-07-13,0.348214,0.399554,0.345982,0.386161,0.302132,970782400
1987-07-20,0.383929,0.388393,0.361607,0.379464,0.296892,488577600
1987-07-27,0.379464,0.383929,0.361607,0.368304,0.288160,407097600
1987-08-03,0.366071,0.421875,0.357143,0.415179,0.324835,718558400
1987-08-10,0.430804,0.448661,0.408482,0.437500,0.342300,811171200
1987-08-17,0.441964,0.479911,0.430804,0.473214,0.370725,765755200
1987-08-24,0.473214,0.477679,0.459821,0.464286,0.363730,673736000
1987-08-31,0.466518,0.493304,0.446429,0.450893,0.353238,811798400
1987-09-07,0.448661,0.495536,0.433036,0.486607,0.381217,598080000
1987-09-14,0.488839,0.493304,0.455357,0.462054,0.361981,492508800
1987-09-21,0.462054,0.517857,0.448661,0.513393,0.402201,825899200
1987-09-28,0.513393,0.524554,0.484375,0.522321,0.409196,710259200
1987-10-05,0.522321,0.533482,0.475446,0.483259,0.378594,870240000
1987-10-12,0.484375,0.488839,0.424107,0.430804,0.337499,1388800000
1987-10-19,0.430804,0.430804,0.291295,0.316964,0.248316,2162720000
1987-10-26,0.308036,0.383929,0.246652,0.344866,0.270174,1940960000
1987-11-02,0.345982,0.352679,0.305804,0.337054,0.264054,1178240000
1987-11-09,0.330357,0.357143,0.321429,0.332589,0.260556,1029280000
1987-11-16,0.337054,0.343750,0.296875,0.316964,0.248316,1152480000
1987-11-23,0.316964,0.337054,0.310268,0.312500,0.245349,457598400
1987-11-30,0.301339,0.308036,0.265625,0.274554,0.215557,1303680000
1987-12-07,0.276786,0.323661,0.276786,0.303571,0.238339,1036000000
1987-12-14,0.308036,0.368304,0.305804,0.361607,0.283904,1599360000
1987-12-21,0.361607,0.383929,0.359375,0.380580,0.298800,558264000
1987-12-28,0.377232,0.390625,0.352679,0.375000,0.294419,621600000
1988-01-04,0.381696,0.412946,0.352679,0.357143,0.280399,1607200000
1988-01-11,0.357143,0.401786,0.354911,0.382813,0.300553,1492960000
1988-01-18,0.383929,0.386161,0.341518,0.350446,0.275141,2020480000
1988-01-25,0.352679,0.372768,0.345982,0.370536,0.290914,1100960000
1988-02-01,0.372768,0.379464,0.343750,0.344866,0.270760,948640000
1988-02-08,0.343750,0.370536,0.337054,0.366071,0.287409,834400000
1988-02-15,0.366071,0.381696,0.357143,0.372768,0.293240,645164800
1988-02-22,0.370536,0.390625,0.368304,0.372768,0.293240,828262400
1988-02-29,0.372768,0.419643,0.370536,0.418527,0.329237,1258880000
1988-03-07,0.417411,0.426339,0.397321,0.408482,0.321335,820960000
1988-03-14,0.408482,0.415179,0.395089,0.399554,0.314312,931403200
1988-03-21,0.396205,0.398438,0.357143,0.358259,0.281827,1007339200
1988-03-28,0.357143,0.375000,0.345982,0.357143,0.280949,975520000
1988-04-04,0.354911,0.378348,0.343750,0.366071,0.287972,885920000
1988-04-11,0.372768,0.377232,0.343750,0.352679,0.277437,887040000
